subjectIx,blockId,criterion,performance,failed
1,e005,NS_accuracy,90.5,FALSE
1,e006,NS_accuracy,100,FALSE
1,e007,NS_accuracy,98.5,FALSE
1,e008,NS_accuracy,100,FALSE
1,e009,NS_accuracy,98.5,FALSE
1,e010,NS_accuracy,100,FALSE
1,e011,NS_accuracy,98.5,FALSE
1,e000,NS_mean_RT,607.5,FALSE
1,e001,NS_mean_RT,612,FALSE
1,e002,NS_mean_RT,622,FALSE
1,e003,NS_mean_RT,630,FALSE
1,e004,NS_mean_RT,664,TRUE
1,e005,NS_mean_RT,626,FALSE
1,e006,NS_mean_RT,595.5,FALSE
1,e007,NS_mean_RT,633,FALSE
1,e008,NS_mean_RT,616.5,FALSE
1,e009,NS_mean_RT,595.5,FALSE
1,e010,NS_mean_RT,606,FALSE
1,e011,NS_mean_RT,620.5,FALSE
1,e000,NS_mean_RTdiff,21,FALSE
1,e001,NS_mean_RTdiff,22.5,FALSE
1,e002,NS_mean_RTdiff,11.5,FALSE
1,e003,NS_mean_RTdiff,13,FALSE
1,e004,NS_mean_RTdiff,11,FALSE
1,e005,NS_mean_RTdiff,12.5,FALSE
1,e006,NS_mean_RTdiff,12.5,FALSE
1,e007,NS_mean_RTdiff,22.5,FALSE
1,e008,NS_mean_RTdiff,14.5,FALSE
1,e009,NS_mean_RTdiff,14,FALSE
1,e010,NS_mean_RTdiff,11,FALSE
1,e011,NS_mean_RTdiff,11.5,FALSE
1,e000,SB_accuracy,70,FALSE
1,e001,SB_accuracy,73,FALSE
1,e002,SB_accuracy,40,FALSE
1,e003,SB_accuracy,64,FALSE
1,e004,SB_accuracy,77,FALSE
1,e005,SB_accuracy,80,FALSE
1,e006,SB_accuracy,80,FALSE
1,e007,SB_accuracy,50,FALSE
1,e008,SB_accuracy,62,FALSE
1,e009,SB_accuracy,56,FALSE
1,e010,SB_accuracy,80,FALSE
1,e011,SB_accuracy,70,FALSE
1,e000,SL_accuracy,78,FALSE
1,e001,SL_accuracy,29,FALSE
1,e002,SL_accuracy,47,FALSE
1,e003,SL_accuracy,44,FALSE
1,e004,SL_accuracy,55,FALSE
1,e005,SL_accuracy,22,FALSE
1,e006,SL_accuracy,75,FALSE
1,e007,SL_accuracy,44,FALSE
1,e008,SL_accuracy,58,FALSE
1,e009,SL_accuracy,60,FALSE
1,e010,SL_accuracy,50,FALSE
1,e011,SL_accuracy,50,FALSE
1,e000,SR_accuracy,50,FALSE
1,e001,SR_accuracy,12,TRUE
1,e002,SR_accuracy,55,FALSE
1,e003,SR_accuracy,60,FALSE
1,e004,SR_accuracy,45,FALSE
1,e005,SR_accuracy,30,FALSE
1,e006,SR_accuracy,62,FALSE
1,e007,SR_accuracy,55,FALSE
1,e008,SR_accuracy,60,FALSE
1,e009,SR_accuracy,67,FALSE
1,e010,SR_accuracy,62,FALSE
1,e011,SR_accuracy,73,FALSE
2,e000,IG_accuracy,91,FALSE
2,e001,IG_accuracy,73,TRUE
2,e002,IG_accuracy,73,TRUE
2,e003,IG_accuracy,91,FALSE
2,e004,IG_accuracy,86,FALSE
2,e005,IG_accuracy,89,FALSE
2,e006,IG_accuracy,100,FALSE
2,e007,IG_accuracy,100,FALSE
2,e008,IG_accuracy,100,FALSE
2,e009,IG_accuracy,100,FALSE
2,e010,IG_accuracy,100,FALSE
2,e011,IG_accuracy,100,FALSE
2,e000,NS_accuracy,98.5,FALSE
2,e001,NS_accuracy,100,FALSE
2,e002,NS_accuracy,98.5,FALSE
2,e003,NS_accuracy,100,FALSE
2,e004,NS_accuracy,100,FALSE
2,e005,NS_accuracy,98.5,FALSE
2,e006,NS_accuracy,100,FALSE
2,e007,NS_accuracy,100,FALSE
2,e008,NS_accuracy,100,FALSE
2,e009,NS_accuracy,100,FALSE
2,e010,NS_accuracy,100,FALSE
2,e011,NS_accuracy,100,FALSE
2,e000,NS_mean_RT,544.5,FALSE
2,e001,NS_mean_RT,587,FALSE
2,e002,NS_mean_RT,582.5,FALSE
2,e003,NS_mean_RT,625.5,FALSE
2,e004,NS_mean_RT,589.5,FALSE
2,e005,NS_mean_RT,612,FALSE
2,e006,NS_mean_RT,558,FALSE
2,e007,NS_mean_RT,589,FALSE
2,e008,NS_mean_RT,604.5,FALSE
2,e009,NS_mean_RT,613.5,FALSE
2,e010,NS_mean_RT,649,FALSE
2,e011,NS_mean_RT,600,FALSE
2,e000,NS_mean_RTdiff,21.5,FALSE
2,e001,NS_mean_RTdiff,17,FALSE
2,e002,NS_mean_RTdiff,14.5,FALSE
2,e003,NS_mean_RTdiff,14,FALSE
2,e004,NS_mean_RTdiff,13.5,FALSE
2,e005,NS_mean_RTdiff,17.5,FALSE
2,e006,NS_mean_RTdiff,28,FALSE
2,e007,NS_mean_RTdiff,14.5,FALSE
2,e008,NS_mean_RTdiff,20.5,FALSE
2,e009,NS_mean_RTdiff,18,FALSE
2,e010,NS_mean_RTdiff,20,FALSE
2,e011,NS_mean_RTdiff,18.5,FALSE
2,e000,SB_accuracy,50,FALSE
2,e001,SB_accuracy,64,FALSE
2,e002,SB_accuracy,80,FALSE
2,e003,SB_accuracy,45,FALSE
2,e004,SB_accuracy,69,FALSE
2,e005,SB_accuracy,60,FALSE
2,e006,SB_accuracy,80,FALSE
2,e007,SB_accuracy,75,FALSE
2,e008,SB_accuracy,62,FALSE
2,e009,SB_accuracy,56,FALSE
2,e010,SB_accuracy,90,FALSE
2,e011,SB_accuracy,70,FALSE
2,e000,SL_accuracy,67,FALSE
2,e001,SL_accuracy,57,FALSE
2,e002,SL_accuracy,33,FALSE
2,e003,SL_accuracy,56,FALSE
2,e004,SL_accuracy,64,FALSE
2,e005,SL_accuracy,44,FALSE
2,e006,SL_accuracy,75,FALSE
2,e007,SL_accuracy,78,FALSE
2,e008,SL_accuracy,42,FALSE
2,e009,SL_accuracy,20,FALSE
2,e010,SL_accuracy,50,FALSE
2,e011,SL_accuracy,60,FALSE
2,e000,SR_accuracy,80,FALSE
2,e001,SR_accuracy,25,FALSE
2,e002,SR_accuracy,36,FALSE
2,e003,SR_accuracy,50,FALSE
2,e004,SR_accuracy,64,FALSE
2,e005,SR_accuracy,40,FALSE
2,e006,SR_accuracy,38,FALSE
2,e007,SR_accuracy,36,FALSE
2,e008,SR_accuracy,70,FALSE
2,e009,SR_accuracy,75,FALSE
2,e010,SR_accuracy,75,FALSE
2,e011,SR_accuracy,55,FALSE
3,e000,IG_accuracy,100,FALSE
3,e001,IG_accuracy,82,FALSE
3,e002,IG_accuracy,100,FALSE
3,e003,IG_accuracy,91,FALSE
3,e004,IG_accuracy,100,FALSE
3,e005,IG_accuracy,89,FALSE
3,e006,IG_accuracy,91,FALSE
3,e007,IG_accuracy,100,FALSE
3,e008,IG_accuracy,92,FALSE
3,e009,IG_accuracy,100,FALSE
3,e010,IG_accuracy,86,FALSE
3,e011,IG_accuracy,100,FALSE
3,e000,NS_accuracy,95,FALSE
3,e001,NS_accuracy,95.5,FALSE
3,e002,NS_accuracy,96.5,FALSE
3,e003,NS_accuracy,98.5,FALSE
3,e004,NS_accuracy,98.5,FALSE
3,e005,NS_accuracy,98.5,FALSE
3,e006,NS_accuracy,98.5,FALSE
3,e007,NS_accuracy,100,FALSE
3,e008,NS_accuracy,98.5,FALSE
3,e009,NS_accuracy,100,FALSE
3,e010,NS_accuracy,98.5,FALSE
3,e011,NS_accuracy,100,FALSE
3,e000,NS_mean_RT,595,FALSE
3,e001,NS_mean_RT,601.5,FALSE
3,e002,NS_mean_RT,583,FALSE
3,e003,NS_mean_RT,599.5,FALSE
3,e004,NS_mean_RT,619,FALSE
3,e005,NS_mean_RT,586.5,FALSE
3,e006,NS_mean_RT,568.5,FALSE
3,e007,NS_mean_RT,597.5,FALSE
3,e008,NS_mean_RT,576.5,FALSE
3,e009,NS_mean_RT,542,FALSE
3,e010,NS_mean_RT,584.5,FALSE
3,e011,NS_mean_RT,543,FALSE
3,e000,NS_mean_RTdiff,14,FALSE
3,e001,NS_mean_RTdiff,11.5,FALSE
3,e002,NS_mean_RTdiff,11.5,FALSE
3,e003,NS_mean_RTdiff,20.5,FALSE
3,e004,NS_mean_RTdiff,15.5,FALSE
3,e005,NS_mean_RTdiff,14,FALSE
3,e006,NS_mean_RTdiff,16,FALSE
3,e007,NS_mean_RTdiff,15,FALSE
3,e008,NS_mean_RTdiff,11,FALSE
3,e009,NS_mean_RTdiff,14,FALSE
3,e010,NS_mean_RTdiff,12,FALSE
3,e011,NS_mean_RTdiff,10,FALSE
3,e000,SB_accuracy,40,FALSE
3,e001,SB_accuracy,64,FALSE
3,e002,SB_accuracy,0,TRUE
3,e003,SB_accuracy,45,FALSE
3,e004,SB_accuracy,62,FALSE
3,e005,SB_accuracy,60,FALSE
3,e006,SB_accuracy,60,FALSE
3,e007,SB_accuracy,50,FALSE
3,e008,SB_accuracy,62,FALSE
3,e009,SB_accuracy,56,FALSE
3,e010,SB_accuracy,60,FALSE
3,e011,SB_accuracy,40,FALSE
3,e000,SL_accuracy,67,FALSE
3,e001,SL_accuracy,29,FALSE
3,e002,SL_accuracy,47,FALSE
3,e003,SL_accuracy,56,FALSE
3,e004,SL_accuracy,36,FALSE
3,e005,SL_accuracy,44,FALSE
3,e006,SL_accuracy,62,FALSE
3,e007,SL_accuracy,44,FALSE
3,e008,SL_accuracy,58,FALSE
3,e009,SL_accuracy,40,FALSE
3,e010,SL_accuracy,44,FALSE
3,e011,SL_accuracy,70,FALSE
3,e000,SR_accuracy,60,FALSE
3,e001,SR_accuracy,25,FALSE
3,e002,SR_accuracy,36,FALSE
3,e003,SR_accuracy,40,FALSE
3,e004,SR_accuracy,55,FALSE
3,e005,SR_accuracy,40,FALSE
3,e006,SR_accuracy,38,FALSE
3,e007,SR_accuracy,64,FALSE
3,e008,SR_accuracy,50,FALSE
3,e009,SR_accuracy,50,FALSE
3,e010,SR_accuracy,25,FALSE
3,e011,SR_accuracy,45,FALSE
5,e000,IG_accuracy,73,TRUE
5,e001,IG_accuracy,82,FALSE
5,e002,IG_accuracy,91,FALSE
5,e003,IG_accuracy,100,FALSE
5,e004,IG_accuracy,86,FALSE
5,e005,IG_accuracy,78,TRUE
5,e006,IG_accuracy,91,FALSE
5,e007,IG_accuracy,91,FALSE
5,e008,IG_accuracy,92,FALSE
5,e009,IG_accuracy,88,FALSE
5,e010,IG_accuracy,86,FALSE
5,e011,IG_accuracy,100,FALSE
5,e000,NS_accuracy,96.5,FALSE
5,e001,NS_accuracy,98.5,FALSE
5,e002,NS_accuracy,95,FALSE
5,e003,NS_accuracy,100,FALSE
5,e004,NS_accuracy,100,FALSE
5,e005,NS_accuracy,100,FALSE
5,e006,NS_accuracy,100,FALSE
5,e007,NS_accuracy,100,FALSE
5,e008,NS_accuracy,98.5,FALSE
5,e009,NS_accuracy,98.5,FALSE
5,e010,NS_accuracy,97,FALSE
5,e011,NS_accuracy,97,FALSE
5,e000,NS_mean_RT,557.5,FALSE
5,e001,NS_mean_RT,559,FALSE
5,e002,NS_mean_RT,566.5,FALSE
5,e003,NS_mean_RT,584.5,FALSE
5,e004,NS_mean_RT,579,FALSE
5,e005,NS_mean_RT,616,FALSE
5,e006,NS_mean_RT,561,FALSE
5,e007,NS_mean_RT,607.5,FALSE
5,e008,NS_mean_RT,589.5,FALSE
5,e009,NS_mean_RT,593.5,FALSE
5,e010,NS_mean_RT,570.5,FALSE
5,e011,NS_mean_RT,617,FALSE
5,e000,NS_mean_RTdiff,9,FALSE
5,e001,NS_mean_RTdiff,9.5,FALSE
5,e002,NS_mean_RTdiff,7.5,FALSE
5,e003,NS_mean_RTdiff,8.5,FALSE
5,e004,NS_mean_RTdiff,5.5,FALSE
5,e005,NS_mean_RTdiff,8.5,FALSE
5,e006,NS_mean_RTdiff,6,FALSE
5,e007,NS_mean_RTdiff,6.5,FALSE
5,e008,NS_mean_RTdiff,7.5,FALSE
5,e009,NS_mean_RTdiff,8,FALSE
5,e010,NS_mean_RTdiff,6,FALSE
5,e011,NS_mean_RTdiff,8,FALSE
5,e000,SB_accuracy,60,FALSE
5,e001,SB_accuracy,55,FALSE
5,e002,SB_accuracy,40,FALSE
5,e003,SB_accuracy,45,FALSE
5,e004,SB_accuracy,62,FALSE
5,e005,SB_accuracy,70,FALSE
5,e006,SB_accuracy,60,FALSE
5,e007,SB_accuracy,62,FALSE
5,e008,SB_accuracy,62,FALSE
5,e009,SB_accuracy,56,FALSE
5,e010,SB_accuracy,80,FALSE
5,e011,SB_accuracy,40,FALSE
5,e000,SL_accuracy,22,FALSE
5,e001,SL_accuracy,57,FALSE
5,e002,SL_accuracy,53,FALSE
5,e003,SL_accuracy,56,FALSE
5,e004,SL_accuracy,73,FALSE
5,e005,SL_accuracy,33,FALSE
5,e006,SL_accuracy,62,FALSE
5,e007,SL_accuracy,67,FALSE
5,e008,SL_accuracy,50,FALSE
5,e009,SL_accuracy,60,FALSE
5,e010,SL_accuracy,56,FALSE
5,e011,SL_accuracy,70,FALSE
5,e000,SR_accuracy,30,FALSE
5,e001,SR_accuracy,25,FALSE
5,e002,SR_accuracy,64,FALSE
5,e003,SR_accuracy,30,FALSE
5,e004,SR_accuracy,36,FALSE
5,e005,SR_accuracy,20,FALSE
5,e006,SR_accuracy,25,FALSE
5,e007,SR_accuracy,45,FALSE
5,e008,SR_accuracy,50,FALSE
5,e009,SR_accuracy,83,FALSE
5,e010,SR_accuracy,62,FALSE
5,e011,SR_accuracy,55,FALSE
6,e000,IG_accuracy,100,FALSE
6,e001,IG_accuracy,91,FALSE
6,e002,IG_accuracy,91,FALSE
6,e003,IG_accuracy,82,FALSE
6,e004,IG_accuracy,100,FALSE
6,e005,IG_accuracy,89,FALSE
6,e006,IG_accuracy,91,FALSE
6,e007,IG_accuracy,100,FALSE
6,e008,IG_accuracy,100,FALSE
6,e009,IG_accuracy,100,FALSE
6,e010,IG_accuracy,100,FALSE
6,e011,IG_accuracy,100,FALSE
6,e000,NS_accuracy,100,FALSE
6,e001,NS_accuracy,100,FALSE
6,e002,NS_accuracy,98.5,FALSE
6,e003,NS_accuracy,100,FALSE
6,e004,NS_accuracy,97,FALSE
6,e005,NS_accuracy,100,FALSE
6,e006,NS_accuracy,100,FALSE
6,e007,NS_accuracy,100,FALSE
6,e008,NS_accuracy,98,FALSE
6,e009,NS_accuracy,98.5,FALSE
6,e010,NS_accuracy,98.5,FALSE
6,e011,NS_accuracy,98.5,FALSE
6,e000,NS_mean_RT,576,FALSE
6,e001,NS_mean_RT,538,FALSE
6,e002,NS_mean_RT,558,FALSE
6,e003,NS_mean_RT,570,FALSE
6,e004,NS_mean_RT,567,FALSE
6,e005,NS_mean_RT,572,FALSE
6,e006,NS_mean_RT,540,FALSE
6,e007,NS_mean_RT,551.5,FALSE
6,e008,NS_mean_RT,539.5,FALSE
6,e009,NS_mean_RT,540,FALSE
6,e010,NS_mean_RT,573,FALSE
6,e011,NS_mean_RT,576,FALSE
6,e000,NS_mean_RTdiff,12.5,FALSE
6,e001,NS_mean_RTdiff,15.5,FALSE
6,e002,NS_mean_RTdiff,12.5,FALSE
6,e003,NS_mean_RTdiff,21,FALSE
6,e004,NS_mean_RTdiff,14.5,FALSE
6,e005,NS_mean_RTdiff,15.5,FALSE
6,e006,NS_mean_RTdiff,11,FALSE
6,e007,NS_mean_RTdiff,16,FALSE
6,e008,NS_mean_RTdiff,19,FALSE
6,e009,NS_mean_RTdiff,17.5,FALSE
6,e010,NS_mean_RTdiff,19.5,FALSE
6,e011,NS_mean_RTdiff,16.5,FALSE
6,e000,SB_accuracy,50,FALSE
6,e001,SB_accuracy,64,FALSE
6,e002,SB_accuracy,60,FALSE
6,e003,SB_accuracy,45,FALSE
6,e004,SB_accuracy,69,FALSE
6,e005,SB_accuracy,80,FALSE
6,e006,SB_accuracy,73,FALSE
6,e007,SB_accuracy,50,FALSE
6,e008,SB_accuracy,62,FALSE
6,e009,SB_accuracy,44,FALSE
6,e010,SB_accuracy,70,FALSE
6,e011,SB_accuracy,40,FALSE
6,e000,SL_accuracy,56,FALSE
6,e001,SL_accuracy,29,FALSE
6,e002,SL_accuracy,7,TRUE
6,e003,SL_accuracy,44,FALSE
6,e004,SL_accuracy,36,FALSE
6,e005,SL_accuracy,67,FALSE
6,e006,SL_accuracy,38,FALSE
6,e007,SL_accuracy,44,FALSE
6,e008,SL_accuracy,25,FALSE
6,e009,SL_accuracy,40,FALSE
6,e010,SL_accuracy,44,FALSE
6,e011,SL_accuracy,60,FALSE
6,e000,SR_accuracy,60,FALSE
6,e001,SR_accuracy,38,FALSE
6,e002,SR_accuracy,27,FALSE
6,e003,SR_accuracy,60,FALSE
6,e004,SR_accuracy,27,FALSE
6,e005,SR_accuracy,30,FALSE
6,e006,SR_accuracy,38,FALSE
6,e007,SR_accuracy,55,FALSE
6,e008,SR_accuracy,40,FALSE
6,e009,SR_accuracy,67,FALSE
6,e010,SR_accuracy,50,FALSE
6,e011,SR_accuracy,36,FALSE
7,e000,IG_accuracy,100,FALSE
7,e001,IG_accuracy,100,FALSE
7,e002,IG_accuracy,91,FALSE
7,e003,IG_accuracy,91,FALSE
7,e004,IG_accuracy,100,FALSE
7,e005,IG_accuracy,100,FALSE
7,e006,IG_accuracy,91,FALSE
7,e007,IG_accuracy,82,FALSE
7,e008,IG_accuracy,100,FALSE
7,e009,IG_accuracy,100,FALSE
7,e010,IG_accuracy,71,TRUE
7,e011,IG_accuracy,80,FALSE
7,e000,NS_accuracy,97,FALSE
7,e001,NS_accuracy,95.5,FALSE
7,e002,NS_accuracy,95,FALSE
7,e003,NS_accuracy,93,FALSE
7,e004,NS_accuracy,100,FALSE
7,e005,NS_accuracy,97,FALSE
7,e006,NS_accuracy,96.5,FALSE
7,e007,NS_accuracy,97,FALSE
7,e008,NS_accuracy,98.5,FALSE
7,e009,NS_accuracy,98.5,FALSE
7,e010,NS_accuracy,97,FALSE
7,e011,NS_accuracy,98.5,FALSE
7,e000,NS_mean_RT,495,FALSE
7,e001,NS_mean_RT,527.5,FALSE
7,e002,NS_mean_RT,512,FALSE
7,e003,NS_mean_RT,532.5,FALSE
7,e004,NS_mean_RT,502,FALSE
7,e005,NS_mean_RT,468.5,FALSE
7,e006,NS_mean_RT,508,FALSE
7,e007,NS_mean_RT,538.5,FALSE
7,e008,NS_mean_RT,590,FALSE
7,e009,NS_mean_RT,526.5,FALSE
7,e010,NS_mean_RT,526.5,FALSE
7,e011,NS_mean_RT,522,FALSE
7,e000,NS_mean_RTdiff,14.5,FALSE
7,e001,NS_mean_RTdiff,14,FALSE
7,e002,NS_mean_RTdiff,15.5,FALSE
7,e003,NS_mean_RTdiff,24,FALSE
7,e004,NS_mean_RTdiff,18,FALSE
7,e005,NS_mean_RTdiff,21,FALSE
7,e006,NS_mean_RTdiff,21,FALSE
7,e007,NS_mean_RTdiff,22.5,FALSE
7,e008,NS_mean_RTdiff,22,FALSE
7,e009,NS_mean_RTdiff,18,FALSE
7,e010,NS_mean_RTdiff,15.5,FALSE
7,e011,NS_mean_RTdiff,12.5,FALSE
7,e000,SB_accuracy,10,TRUE
7,e001,SB_accuracy,27,FALSE
7,e002,SB_accuracy,0,TRUE
7,e003,SB_accuracy,36,FALSE
7,e004,SB_accuracy,54,FALSE
7,e005,SB_accuracy,30,FALSE
7,e006,SB_accuracy,33,FALSE
7,e007,SB_accuracy,25,FALSE
7,e008,SB_accuracy,62,FALSE
7,e009,SB_accuracy,44,FALSE
7,e010,SB_accuracy,70,FALSE
7,e011,SB_accuracy,50,FALSE
7,e000,SL_accuracy,11,TRUE
7,e001,SL_accuracy,29,FALSE
7,e002,SL_accuracy,7,TRUE
7,e003,SL_accuracy,0,TRUE
7,e004,SL_accuracy,27,FALSE
7,e005,SL_accuracy,11,TRUE
7,e006,SL_accuracy,38,FALSE
7,e007,SL_accuracy,33,FALSE
7,e008,SL_accuracy,58,FALSE
7,e009,SL_accuracy,20,FALSE
7,e010,SL_accuracy,38,FALSE
7,e011,SL_accuracy,30,FALSE
7,e000,SR_accuracy,0,TRUE
7,e001,SR_accuracy,12,TRUE
7,e002,SR_accuracy,9,TRUE
7,e003,SR_accuracy,20,FALSE
7,e004,SR_accuracy,9,TRUE
7,e005,SR_accuracy,0,TRUE
7,e006,SR_accuracy,0,TRUE
7,e007,SR_accuracy,27,FALSE
7,e008,SR_accuracy,30,FALSE
7,e009,SR_accuracy,25,FALSE
7,e010,SR_accuracy,25,FALSE
7,e011,SR_accuracy,36,FALSE
8,e000,IG_accuracy,82,FALSE
8,e001,IG_accuracy,91,FALSE
8,e002,IG_accuracy,82,FALSE
8,e003,IG_accuracy,91,FALSE
8,e004,IG_accuracy,71,TRUE
8,e005,IG_accuracy,89,FALSE
8,e006,IG_accuracy,91,FALSE
8,e007,IG_accuracy,100,FALSE
8,e008,IG_accuracy,85,FALSE
8,e009,IG_accuracy,100,FALSE
8,e010,IG_accuracy,71,TRUE
8,e011,IG_accuracy,80,FALSE
8,e000,NS_accuracy,97,FALSE
8,e001,NS_accuracy,95.5,FALSE
8,e002,NS_accuracy,95,FALSE
8,e003,NS_accuracy,98.5,FALSE
8,e004,NS_accuracy,100,FALSE
8,e005,NS_accuracy,98.5,FALSE
8,e006,NS_accuracy,96.5,FALSE
8,e007,NS_accuracy,98.5,FALSE
8,e008,NS_accuracy,96.5,FALSE
8,e009,NS_accuracy,98.5,FALSE
8,e010,NS_accuracy,96.5,FALSE
8,e011,NS_accuracy,95,FALSE
8,e000,NS_mean_RT,607.5,FALSE
8,e001,NS_mean_RT,637,FALSE
8,e002,NS_mean_RT,622.5,FALSE
8,e003,NS_mean_RT,640,FALSE
8,e004,NS_mean_RT,601,FALSE
8,e005,NS_mean_RT,617,FALSE
8,e006,NS_mean_RT,589.5,FALSE
8,e007,NS_mean_RT,604.5,FALSE
8,e008,NS_mean_RT,612,FALSE
8,e009,NS_mean_RT,584.5,FALSE
8,e010,NS_mean_RT,594,FALSE
8,e011,NS_mean_RT,605.5,FALSE
8,e000,NS_mean_RTdiff,19,FALSE
8,e001,NS_mean_RTdiff,24,FALSE
8,e002,NS_mean_RTdiff,18.5,FALSE
8,e003,NS_mean_RTdiff,18.5,FALSE
8,e004,NS_mean_RTdiff,15.5,FALSE
8,e005,NS_mean_RTdiff,19,FALSE
8,e006,NS_mean_RTdiff,17,FALSE
8,e007,NS_mean_RTdiff,20.5,FALSE
8,e008,NS_mean_RTdiff,20.5,FALSE
8,e009,NS_mean_RTdiff,20.5,FALSE
8,e010,NS_mean_RTdiff,19,FALSE
8,e011,NS_mean_RTdiff,14,FALSE
8,e000,SB_accuracy,40,FALSE
8,e001,SB_accuracy,55,FALSE
8,e002,SB_accuracy,0,TRUE
8,e003,SB_accuracy,55,FALSE
8,e004,SB_accuracy,77,FALSE
8,e005,SB_accuracy,60,FALSE
8,e006,SB_accuracy,53,FALSE
8,e007,SB_accuracy,50,FALSE
8,e008,SB_accuracy,62,FALSE
8,e009,SB_accuracy,67,FALSE
8,e010,SB_accuracy,80,FALSE
8,e011,SB_accuracy,50,FALSE
8,e000,SL_accuracy,56,FALSE
8,e001,SL_accuracy,57,FALSE
8,e002,SL_accuracy,53,FALSE
8,e003,SL_accuracy,33,FALSE
8,e004,SL_accuracy,45,FALSE
8,e005,SL_accuracy,44,FALSE
8,e006,SL_accuracy,62,FALSE
8,e007,SL_accuracy,56,FALSE
8,e008,SL_accuracy,42,FALSE
8,e009,SL_accuracy,40,FALSE
8,e010,SL_accuracy,56,FALSE
8,e011,SL_accuracy,50,FALSE
